recording_file,sample_mid,is_positive,gt_length_cm,pred_length_cm,gt_weight_g,pred_weight_g,presence_prob,pred_present
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1835,0,0.0,23.7,0.0,276.8,0.7296,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10404,0,0.0,19.97,0.0,168.3,0.5467,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6812,1,21.0,21.21,150.0,145.2,0.9544,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9086,1,33.0,32.6,680.0,674.0,0.99,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1968,1,21.0,20.74,150.0,155.2,0.9458,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7706,1,21.0,21.64,150.0,148.5,0.8691,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,2758,1,27.0,26.67,350.0,343.5,0.9713,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4718,1,30.0,30.69,580.0,598.9,0.9766,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,6873,1,30.0,28.64,500.0,478.0,0.938,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1738,1,31.0,31.61,620.0,578.4,0.8948,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8193,1,31.0,31.25,620.0,605.6,0.9774,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8164,0,0.0,28.74,0.0,468.4,0.8741,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7775,1,26.0,27.51,390.0,395.7,0.9564,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,239,0,0.0,29.01,0.0,589.5,0.896,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10691,1,26.0,25.38,390.0,381.5,0.9644,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7545,1,31.0,31.41,620.0,610.5,0.9855,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1504,1,36.0,34.69,800.0,758.1,0.9841,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,9743,1,23.0,23.01,310.0,302.4,0.955,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7911,1,31.0,30.36,620.0,591.7,0.9835,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4148,1,27.0,27.24,350.0,344.4,0.9659,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1313,0,0.0,33.66,0.0,732.2,0.9733,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8269,0,0.0,29.56,0.0,538.7,0.6695,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4805,1,30.0,30.14,556.0,569.2,0.9793,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8231,1,30.0,29.5,580.0,563.0,0.979,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3936,0,0.0,29.02,0.0,507.0,0.9163,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4192,1,30.0,30.38,556.0,579.7,0.9777,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,846,0,0.0,34.48,0.0,723.3,0.9169,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8855,1,30.0,29.15,580.0,550.6,0.9758,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10282,1,33.0,31.97,680.0,681.6,0.9869,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1453,1,23.0,22.45,310.0,349.2,0.7506,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1262,1,30.0,29.06,580.0,581.0,0.9798,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1953,0,0.0,26.99,0.0,383.6,0.7095,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4336,0,0.0,26.21,0.0,374.7,0.6292,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1823,1,30.0,29.62,556.0,575.8,0.7538,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9540,1,30.0,28.61,500.0,459.4,0.9735,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2012,1,26.0,25.77,390.0,390.8,0.9533,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9551,1,33.0,32.53,680.0,664.2,0.9803,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,247,0,0.0,23.96,0.0,152.4,0.5206,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,7516,1,23.0,22.56,310.0,311.4,0.9711,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7594,1,21.0,20.94,150.0,147.1,0.9438,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,394,0,0.0,35.27,0.0,775.4,0.976,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2562,0,0.0,26.9,0.0,534.2,0.8157,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10409,0,0.0,30.46,0.0,579.2,0.6416,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10732,0,0.0,24.76,0.0,451.0,0.9678,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3919,0,0.0,28.94,0.0,595.6,0.9613,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3835,0,0.0,32.01,0.0,647.6,0.9719,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,1789,1,27.0,27.55,350.0,448.8,0.9812,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2787,0,0.0,36.63,0.0,792.5,0.9729,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6909,1,23.0,23.06,310.0,335.9,0.9609,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10838,1,33.0,33.45,680.0,678.6,0.9842,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5860,1,31.0,29.77,630.0,643.4,0.9854,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2085,1,30.0,30.42,580.0,600.1,0.9749,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3647,0,0.0,32.29,0.0,638.8,0.7142,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8807,1,23.0,23.63,310.0,308.0,0.9514,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2851,1,31.0,31.36,630.0,621.7,0.9618,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7620,1,30.0,30.05,580.0,562.7,0.9746,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1031,1,30.0,29.04,580.0,568.2,0.9728,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2144,0,0.0,22.39,0.0,290.8,0.9037,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,763,1,31.0,31.05,620.0,614.6,0.9142,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5285,1,21.0,20.87,150.0,141.2,0.9189,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3415,1,33.0,30.85,680.0,647.0,0.9883,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1342,1,31.0,31.34,620.0,633.2,0.8904,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4104,1,32.0,30.87,630.0,529.9,0.9686,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,3974,1,31.0,31.52,620.0,593.0,0.9806,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3627,1,32.0,31.58,630.0,629.0,0.9495,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,137,1,32.0,31.98,630.0,627.6,0.9561,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1115,0,0.0,31.91,0.0,564.6,0.9474,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1741,0,0.0,34.29,0.0,734.7,0.958,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8278,1,26.0,26.19,390.0,376.8,0.9611,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5119,1,31.0,32.08,630.0,613.7,0.9799,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8084,0,0.0,30.96,0.0,541.9,0.8377,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8414,1,31.0,31.12,620.0,540.8,0.9774,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11923,0,0.0,33.55,0.0,756.0,0.985,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3692,1,27.0,27.2,350.0,348.7,0.9548,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9316,0,0.0,29.07,0.0,608.6,0.9733,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5021,1,32.0,31.73,630.0,628.9,0.9812,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10227,0,0.0,21.69,0.0,146.2,0.7321,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6195,1,30.0,31.21,580.0,582.4,0.9762,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1401,0,0.0,28.95,0.0,628.3,0.9505,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,298,1,30.0,28.35,580.0,570.6,0.9858,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2475,1,31.0,30.18,630.0,626.8,0.9655,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,2812,1,21.0,20.79,150.0,151.7,0.9395,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1159,1,26.0,25.53,390.0,364.0,0.9762,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1633,1,31.0,31.06,630.0,624.7,0.9612,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7254,1,26.0,25.77,390.0,380.5,0.9689,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8889,0,0.0,29.74,0.0,495.9,0.9704,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3827,1,27.0,26.79,350.0,343.7,0.9476,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8984,1,30.0,29.78,580.0,560.3,0.9802,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,6680,1,26.0,26.33,390.0,385.4,0.9804,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4825,1,30.0,31.41,580.0,590.8,0.9647,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1467,1,32.0,30.9,630.0,603.9,0.9811,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,4001,1,30.0,31.05,500.0,495.3,0.9583,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7649,1,31.0,33.76,620.0,679.1,0.9736,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4692,0,0.0,28.75,0.0,575.2,0.9472,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,797,0,0.0,30.59,0.0,602.6,0.6844,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2207,0,0.0,30.81,0.0,562.3,0.969,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5128,1,21.0,20.82,150.0,142.8,0.9315,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7957,1,26.0,26.07,390.0,377.6,0.9657,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5871,1,32.0,32.15,630.0,622.8,0.9712,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5746,1,31.0,31.49,630.0,628.0,0.9771,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8336,1,31.0,31.34,620.0,611.1,0.977,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2618,1,31.0,29.78,630.0,602.9,0.9886,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1417,0,0.0,30.3,0.0,551.2,0.948,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8202,1,26.0,26.15,390.0,388.5,0.9611,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8552,1,31.0,31.06,630.0,654.5,0.9904,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7435,1,30.0,29.31,580.0,567.9,0.9771,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5766,0,0.0,29.86,0.0,520.4,0.7367,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2751,1,33.0,32.37,680.0,644.2,0.9904,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10719,0,0.0,27.17,0.0,452.6,0.9434,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3907,1,27.0,27.0,350.0,351.3,0.9606,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3431,1,21.0,20.82,150.0,146.8,0.9291,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11469,0,0.0,28.26,0.0,505.4,0.9534,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,1303,1,32.0,31.63,630.0,615.9,0.9666,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,884,1,32.0,32.0,630.0,638.7,0.9818,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2375,1,26.0,26.28,390.0,376.0,0.9677,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4011,0,0.0,30.24,0.0,581.4,0.9606,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4009,1,30.0,30.79,556.0,585.4,0.9824,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8574,1,26.0,26.81,390.0,384.0,0.968,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,5480,1,31.0,29.83,630.0,603.7,0.9771,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2421,1,23.0,22.78,310.0,302.4,0.8804,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,11610,1,31.0,31.31,620.0,595.1,0.8552,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8086,0,0.0,30.74,0.0,537.2,0.5704,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6741,1,30.0,29.74,556.0,556.6,0.8416,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,1326,1,27.0,27.1,350.0,345.4,0.9525,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10736,0,0.0,24.04,0.0,434.9,0.9577,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,3145,1,21.0,21.41,150.0,155.3,0.9618,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7815,1,30.0,31.11,580.0,599.4,0.9835,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3694,1,30.0,29.55,580.0,579.0,0.9784,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10889,0,0.0,29.57,0.0,527.8,0.8164,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6413,1,23.0,23.91,310.0,316.2,0.9541,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11247,0,0.0,31.72,0.0,608.7,0.9464,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8116,1,26.0,25.63,390.0,363.1,0.928,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1927,1,30.0,29.22,500.0,558.0,0.9852,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10029,1,30.0,30.65,580.0,529.2,0.9707,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10588,1,30.0,30.11,580.0,585.7,0.9567,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11229,1,26.0,26.62,390.0,391.9,0.8241,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4181,1,26.0,26.76,390.0,395.4,0.973,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11322,1,30.0,29.9,500.0,498.9,0.9741,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,7017,1,23.0,24.31,310.0,382.7,0.9783,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9037,0,0.0,30.78,0.0,582.4,0.8344,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7373,0,0.0,29.68,0.0,556.0,0.5117,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3669,1,30.0,28.22,580.0,468.5,0.9784,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5014,1,33.0,32.1,680.0,628.8,0.9832,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2200,1,26.0,26.37,390.0,384.3,0.9522,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7811,1,26.0,27.8,390.0,406.8,0.9724,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,567,1,27.0,28.42,350.0,391.5,0.9732,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8481,1,26.0,26.35,390.0,402.4,0.9542,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6859,1,23.0,22.47,310.0,300.9,0.9641,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5435,1,21.0,20.46,150.0,151.2,0.9033,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,10521,1,26.0,26.44,390.0,372.4,0.9494,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3503,1,36.0,35.93,800.0,784.7,0.9858,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,9374,1,30.0,30.19,580.0,558.8,0.9783,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11377,1,30.0,29.62,556.0,543.0,0.9702,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1796,0,0.0,30.38,0.0,616.7,0.9742,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,1466,1,27.0,26.94,350.0,342.2,0.9457,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3985,1,33.0,32.03,680.0,673.1,0.9865,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11465,0,0.0,28.09,0.0,488.3,0.9417,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3438,1,23.0,22.57,310.0,309.8,0.9308,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7811,1,21.0,20.52,150.0,140.8,0.9415,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5296,1,27.0,26.19,350.0,344.7,0.949,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7670,1,26.0,25.93,390.0,379.1,0.9782,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2302,1,21.0,22.13,150.0,242.4,0.9518,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11356,1,30.0,30.0,580.0,566.8,0.9668,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6343,1,33.0,32.59,680.0,675.9,0.9839,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5776,0,0.0,29.54,0.0,511.6,0.9595,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,5191,1,30.0,29.73,580.0,590.9,0.9601,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10152,0,0.0,30.4,0.0,584.9,0.9366,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5629,0,0.0,30.06,0.0,554.4,0.9516,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2238,0,0.0,29.75,0.0,528.0,0.9612,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1024,1,30.0,28.84,500.0,490.0,0.9669,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10628,1,31.0,30.11,630.0,644.2,0.9655,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4383,1,33.0,33.1,680.0,675.9,0.9898,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7254,1,31.0,30.19,630.0,650.3,0.9836,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2132,0,0.0,22.23,0.0,305.0,0.6582,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6117,1,30.0,29.9,556.0,531.9,0.9734,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6588,1,21.0,22.19,150.0,165.1,0.9464,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8567,1,31.0,31.44,620.0,616.3,0.9648,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1232,0,0.0,25.27,0.0,336.5,0.9414,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,11932,1,31.0,31.11,620.0,619.8,0.9559,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4255,1,32.0,32.01,630.0,624.4,0.9727,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2896,1,33.0,32.5,680.0,676.6,0.9852,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6206,1,33.0,32.99,680.0,665.8,0.9897,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8266,0,0.0,30.08,0.0,514.8,0.8804,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2827,1,33.0,32.78,680.0,676.9,0.9829,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4233,1,30.0,30.18,580.0,584.1,0.9722,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8918,1,31.0,31.72,620.0,623.0,0.9611,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3067,1,33.0,32.59,680.0,667.9,0.9921,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,457,1,27.0,26.78,350.0,346.7,0.9611,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1938,0,0.0,29.28,0.0,549.8,0.9237,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,2854,1,30.0,29.42,500.0,494.9,0.9686,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11737,0,0.0,31.0,0.0,553.6,0.9654,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,6134,1,21.0,20.9,150.0,141.9,0.9287,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7923,0,0.0,30.03,0.0,563.2,0.6608,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2552,1,33.0,32.42,680.0,665.6,0.9879,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4877,1,24.0,24.06,280.0,270.6,0.9653,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,3256,1,24.0,23.7,280.0,276.3,0.9573,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2253,0,0.0,27.03,0.0,431.0,0.9194,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6812,1,30.0,29.95,580.0,615.2,0.96,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10972,1,31.0,28.53,630.0,559.9,0.9805,1
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,558,1,30.0,29.36,556.0,547.4,0.969,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,11771,1,31.0,30.39,620.0,609.7,0.9631,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1214,0,0.0,31.65,0.0,650.9,0.9808,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4811,1,30.0,30.72,580.0,575.6,0.9743,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1320,1,23.0,25.2,310.0,401.1,0.9665,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5768,0,0.0,29.28,0.0,536.2,0.8439,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1546,0,0.0,30.9,0.0,559.6,0.9689,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3757,1,30.0,29.92,580.0,561.3,0.9595,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4254,0,0.0,36.18,0.0,743.7,0.6018,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,336,0,0.0,32.41,0.0,710.2,0.9716,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8851,1,30.0,29.96,580.0,589.2,0.9805,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7966,1,30.0,29.78,580.0,609.6,0.9741,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2852,1,26.0,26.71,390.0,386.5,0.9665,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5123,0,0.0,29.74,0.0,460.4,0.6744,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1376,0,0.0,25.51,0.0,391.8,0.5875,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8725,1,31.0,30.7,620.0,562.9,0.9789,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1306,0,0.0,25.36,0.0,311.8,0.7775,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,756,1,21.0,22.5,150.0,154.1,0.9199,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,685,0,0.0,31.79,0.0,627.5,0.6039,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6509,0,0.0,30.52,0.0,533.1,0.9167,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,1246,1,26.0,26.3,390.0,391.9,0.9634,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2818,1,24.0,24.05,280.0,272.6,0.9534,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10639,1,33.0,32.75,680.0,676.9,0.9794,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2140,1,36.0,35.76,800.0,795.5,0.9767,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7848,0,0.0,29.78,0.0,523.7,0.965,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8363,1,30.0,30.05,580.0,549.2,0.9786,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5022,1,21.0,22.93,150.0,170.6,0.9175,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3938,0,0.0,28.48,0.0,483.8,0.84,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4695,1,33.0,32.67,680.0,669.6,0.9844,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4726,0,0.0,31.9,0.0,616.8,0.8772,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1688,1,31.0,30.93,620.0,620.7,0.8648,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,972,1,24.0,24.53,280.0,297.6,0.9526,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4198,1,21.0,20.88,150.0,141.6,0.9479,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7936,1,21.0,23.4,150.0,289.3,0.9236,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1595,0,0.0,31.31,0.0,657.3,0.9831,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,567,0,0.0,29.53,0.0,558.8,0.9701,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10810,0,0.0,30.66,0.0,567.9,0.9632,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,337,0,0.0,30.92,0.0,554.3,0.9637,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10144,1,26.0,25.82,390.0,368.2,0.8297,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9172,1,26.0,26.1,390.0,390.3,0.9694,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2711,1,23.0,25.47,310.0,387.9,0.9574,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8798,1,31.0,31.92,620.0,648.1,0.973,1
